Title,Review,Rating,Date
Black or grey?,This is a great shirt. the ruffles are strategically placed and hide any stomach flaws. i get that others are surprised by the arm slits but a couple of well placed stitches will make it very work appropriate or if you're worried about arm waggle. the color borders on black/navy,4,05/05/2018
Not for me,I ordered this blouse because it was such a good price on sale but should have paid closer attention to the reviews. the slits on the sleeves are much more noticeable than in the photo and the blouse just didn't work for me. something about it reminded me of seinfeld's pirate shirt. i appreciate retailer's return policy. i took it back to the store and got an immediate refund on my cc.,2,05/07/2018
Not a keeper,"I have to agree with another reviewer - this blouse has an odd fit! the small petite (my usual size) was a good length and there was plenty of room in the body, however i found the shoulders to be quite small which made the neckline pull. since i definitely do not have broad shoulders this may be a particular problem for those that do. i also found the gathered seam above the bustline and across the upper back resulted in an unflattering maternity top effect. the blouse i was sent had one sleeve",3,25/03/2018
"Colorful, pretty shirt","Casual, pretty. runs a little large, especially through the waist, but a great comfortable shirt.",4,17/04/2018
Worn once...already received compliments,"Great light-weight blouse for mild fall days. fabric is thin so not too warm, which is great for southern california fall. great color palate.",5,05/05/2018
Awkward fit - was not wowed,"I love natural colors and nature themes but this top was a disappointment. i ordered both the small and the xs because retailer can run very large. the small was too big and the xs did not hang correctly, the arms hit at a weird spot and the neckline wouldn't sit right. overall the fit was boxy and unflattering. the fabric is pretty but the style is well....boring. there was just no wow factor for me. i think the fabric deserved a much better design. imho i think this top might be better suited fo",3,16/06/2018
Sweet and comfy,"I like this comfy top. i bought it to wear with a cute pair of gold charlie cropped pants i bought from retailer last fall. the only thing i don't like is the odd length of the sleeves. they are somewhere between elbow and 3/4. i am a true xxsp in most tops, but the sleeves end right at my elbow making it difficult to wear them unrolled. for reference i am 5'1"" and 107 lbs. a larger size would have been too wide and roomy. overall, i am happy with my purchase.",4,17/03/2018
Pretty blouse; comfortable; buy one size smaller,"This is a pretty blouse that is also very comfortable. i am always an xl in retailer tops, but i needed to go down to a large on this one. this blouse is cut generously everywhere, but going down one size was perfect for me. the fabric in the back falls from the shoulder blade area, so it has a very nice drape in the back. the sleeve cuffs and placket are some sort of cotton, so the cuff made a nice base to fold the sleeve around and up to the elbow. i wore a nude bra underneath, and i can't see m",5,03/05/2018
Goes with anything,This shirt is a simple but versatile top. it goes anywhere with anything so it's a great travel piece. i'm curvy on top but short waisted and this shirt does a good job of disguising that figure flaw. i got loads of compliments from men who liked the femininity that stops short of 'sugary' as one guy put it. it's quite comfortable and doesn't bunch up when one sits down. i wore it with copper jewelry and that really made it 'pop.' a great piece for one's wardrobe.,5,21/03/2018
Beautiful flowy top,"This top is even better than pictured. the colors are brighter, though still natural. this allows lots of possibilities with pairing bottoms to it. i ordered a large (my usual size) and would say it's pretty loose, but doesn't look ridiculous. it just hangs well and fits the way it should. the fabric is a little thin so you'll need a shade shirt or tank under it if you don't want your bra to show through.",5,12/06/2018
Great netural top.,"This top is simple but beautiful. i am either a large or xl but purchased this in the xl. it is a swing top, but has a beautiful flow to it which is not overbearing. i am around 5'6"" and slightly on the broad side and do not feel overpowered by this shirt at all.
i love a top that can be worn everyday with a pair of jeans or dressed up with a pair of slacks. the plus to this top is that it can born worn almost year round which i like.
a great staple for your closet.",5,03/05/2018
"Nice print, sloppy design","This is another one of those darned swing tops. i can't even with this trend. this shirt has such a nice print/color palette going on but it's ruined by the swing cut/henley combo- it looked like i was a little kid wearing an oversized men's night shirt/smock? i don't know, it was just not at all flattering. i ordered my regular size large and a medium would have worked and probably still been generously cut. i disagree with a reviewer who said it might work for larger sizes.. this just made my",2,24/06/2018
